"飯店縣市","入住日期","退房日期","訂房日期","訂房數量","交易金額","歲數","性別","所在地址","IsForeigner"
"台南市",2014/11/28,2014/11/29,"2014/10/27 上午 09:07:27",1,3990,39,"女","桃園縣","本國"
"台南市",2014/12/12,2014/12/13,"2014/10/27 上午 10:57:27",1,2499,40,"男","桃園縣","本國"
"台南市",2014/11/24,2014/11/25,"2014/10/27 下午 02:27:27",1,2499,35,"女","非台灣地區","外國"
"台北市",2014/10/30,2014/10/31,"2014/10/27 下午 03:32:27",1,3100,44,"男","桃園縣","本國"
"花蓮縣",2014/11/06,2014/11/07,"2014/10/27 下午 04:45:27",1,2880,43,"女","高雄市","本國"
"花蓮縣",2014/12/26,2014/12/27,"2014/10/27 下午 08:00:27",1,2880,52,"女","台中市","本國"
"花蓮縣",2014/11/10,2014/11/11,"2014/10/27 下午 12:07:27",1,2880,41,"女","台北市","本國"
"台南市",2014/11/09,2014/11/10,"2014/10/28 上午 10:57:59",1,3300,46,"女","非台灣地區","外國"
"台南市",2014/11/06,2014/11/07,"2014/10/28 上午 11:21:16",1,2800,61,"男","桃園縣","本國"
"台南市",2014/12/31,2015/01/01,"2014/10/28 上午 12:26:28",1,4000,29,"女","新北市","本國"
"花蓮縣",2014/11/06,2014/11/07,"2014/10/28 下午 05:10:28",1,2880,47,"女","基隆市","本國"
"花蓮縣",2014/11/29,2014/12/01,"2014/10/28 下午 05:54:28",1,6720,39,"女","桃園縣","本國"
"台南市",2014/11/14,2014/11/15,"2014/10/28 下午 09:05:28",2,8598,32,"女","新竹市","本國"
"台南市",2014/11/11,2014/11/13,"2014/10/28 下午 10:02:28",1,4998,37,"女","台北市","本國"
"台南市",2014/11/07,2014/11/08,"2014/10/28 下午 10:09:34",2,12320,45,"女","台北市","本國"
"花蓮縣",2014/11/14,2014/11/15,"2014/10/28 下午 10:58:28",1,2880,35,"男","台南市","本國"
"台南市",2014/11/19,2014/11/20,"2014/10/29 上午 10:22:29",1,4480,54,"女","台南市","本國"
"台南市",2015/01/03,2015/01/04,"2014/10/29 下午 04:08:29",1,5310,35,"女","彰化縣","本國"
"台南市",2015/01/03,2015/01/04,"2014/10/29 下午 10:24:29",1,5310,44,"女","台北市","本國"
"花蓮縣",2014/12/24,2014/12/25,"2014/10/29 下午 11:31:29",1,2880,52,"男","桃園縣","本國"
"臺東縣",2014/10/24,2014/10/25,"2014/10/3 上午 09:39:03",1,1800,53,"女","桃園縣","本國"
"台南市",2014/12/26,2014/12/27,"2014/10/3 下午 04:15:03",2,4998,35,"男","台北市","本國"
"花蓮縣",2014/10/19,2014/10/20,"2014/10/3 下午 05:12:03",1,2880,44,"女","新北市","本國"
"台南市",2014/10/05,2014/10/06,"2014/10/3 下午 11:19:03",1,3099,49,"女","台中市","本國"
"台南市",2014/12/07,2014/12/08,"2014/10/30 上午 10:43:30",1,3500,55,"女","新北市","本國"
"台南市",2014/12/07,2014/12/08,"2014/10/30 上午 10:45:30",1,3990,55,"男","台北市","本國"
"花蓮縣",2014/11/21,2014/11/22,"2014/10/30 上午 10:52:30",1,2880,41,"男","高雄市","本國"
"台南市",2014/11/28,2014/11/29,"2014/10/30 上午 11:22:30",1,2499,41,"男","非台灣地區","外國"
"台南市",2014/11/16,2014/11/17,"2014/10/30 上午 11:29:30",1,2499,62,"女","新竹市","本國"
"台南市",2014/11/12,2014/11/13,"2014/10/30 下午 03:31:30",1,3500,41,"男","新北市","本國"
"台北市",2015/01/03,2015/01/06,"2014/10/31 上午 09:23:31",1,9500,72,"女","新竹市","本國"
"台南市",2014/12/11,2014/12/12,"2014/10/31 上午 10:42:31",1,3500,35,"女","桃園縣","本國"
"台南市",2014/10/06,2014/10/08,"2014/10/4 上午 10:31:04",1,5200,32,"女","非台灣地區","外國"
"台北市",2014/10/06,2014/10/07,"2014/10/4 下午 01:25:04",1,3100,55,"男","新北市","本國"
"台南市",2014/10/13,2014/10/14,"2014/10/4 下午 03:31:04",1,3780,62,"女","台南市","本國"
"台南市",2014/11/13,2014/11/14,"2014/10/4 下午 05:30:04",2,7980,58,"男","台中市","本國"
"台南市",2014/10/30,2014/10/31,"2014/10/4 下午 08:26:04",1,3780,44,"女","新北市","本國"
"台南市",2014/11/16,2014/11/17,"2014/10/4 下午 10:56:04",1,2499,42,"女","新北市","本國"
"花蓮縣",2014/11/21,2014/11/22,"2014/10/4 下午 11:14:04",1,2880,36,"男","新北市","本國"
"台南市",2014/12/14,2014/12/15,"2014/10/4 下午 12:58:04",1,5900,47,"女","新北市","本國"
"台南市",2014/10/06,2014/10/07,"2014/10/5 上午 05:38:05",1,4299,45,"男","台北市","本國"
"花蓮縣",2014/11/27,2014/11/28,"2014/10/5 下午 02:52:05",1,2880,44,"女","屏東縣","本國"
"台南市",2014/12/02,2014/12/03,"2014/10/5 下午 03:33:05",1,3500,77,"女","彰化縣","本國"
"台南市",2014/10/17,2014/10/18,"2014/10/5 下午 08:49:05",1,2499,37,"男","非台灣地區","外國"
"台南市",2014/10/21,2014/10/23,"2014/10/6 上午 09:06:06",1,7000,50,"女","非台灣","本國"
"台南市",2014/10/24,2014/10/25,"2014/10/6 下午 07:50:06",1,3500,33,"男","非台灣地區","外國"
"台南市",2014/10/09,2014/10/10,"2014/10/6 下午 09:50:23",1,2499,35,"男","新北市","本國"
"台南市",2014/10/20,2014/10/21,"2014/10/7 上午 07:49:07",1,3200,38,"女","桃園縣","本國"
"台南市",2014/10/12,2014/10/13,"2014/10/7 上午 09:00:13",1,6160,36,"男","台北市","本國"
"花蓮縣",2014/11/16,2014/11/17,"2014/10/7 下午 02:30:07",1,2880,38,"男","台北市","本國"
"台南市",2014/12/12,2014/12/13,"2014/10/7 下午 05:13:49",1,2600,35,"女","新北市","本國"
"花蓮縣",2014/11/03,2014/11/04,"2014/10/8 上午 09:05:08",1,2880,67,"男","桃園縣","本國"
"花蓮縣",2014/11/18,2014/11/19,"2014/10/8 下午 03:13:26",1,2880,35,"男","新北市","本國"
"台北市",2014/10/15,2014/10/16,"2014/10/8 下午 11:07:08",1,3100,34,"男","新北市","本國"
"花蓮縣",2014/11/07,2014/11/08,"2014/10/8 下午 12:06:08",2,5760,61,"男","新北市","本國"
"台南市",2014/10/24,2014/10/25,"2014/10/9 上午 09:04:09",1,3780,39,"男","桃園縣","本國"
"台南市",2014/10/30,2014/10/31,"2014/10/9 上午 10:03:09",1,2499,48,"女","台南市","本國"
"台北市",2014/11/23,2014/11/25,"2014/10/9 上午 11:24:09",1,6200,55,"男","高雄市","本國"
"台南市",2014/10/27,2014/10/29,"2014/10/9 下午 05:36:09",1,7000,42,"男","台中市","本國"
"台南市",2014/10/17,2014/10/18,"2014/10/9 下午 11:06:09",1,3500,41,"男","桃園縣","本國"
"花蓮縣",2014/11/16,2014/11/17,"2014/11/1 上午 08:30:04",1,2880,54,"男","台北市","本國"
"台北市",2015/02/15,2015/02/16,"2014/11/1 上午 11:51:01",1,4500,49,"男","台中市","本國"
"台南市",2014/11/04,2014/11/05,"2014/11/1 下午 09:34:01",1,7700,50,"女","新竹市","本國"
"台北市",2015/01/15,2015/01/20,"2014/11/10 上午 10:24:10",1,22500,26,"男","新竹市","本國"
"台北市",2015/01/26,2015/01/27,"2014/11/10 上午 10:34:10",1,4500,26,"男","新北市","本國"
"台南市",2014/11/23,2014/11/24,"2014/11/10 上午 11:01:10",1,2499,48,"男","雲林縣","本國"
"台南市",2014/12/03,2014/12/05,"2014/11/10 下午 02:58:10",1,7560,30,"女","非台灣地區","外國"
"台南市",2014/11/20,2014/11/21,"2014/11/10 下午 06:50:10",1,3990,59,"男","雲林縣","本國"
"台北市",2015/01/08,2015/01/10,"2014/11/10 下午 07:16:10",1,9000,26,"女","新竹市","本國"
"花蓮縣",2015/01/31,2015/02/01,"2014/11/10 下午 10:04:10",1,3840,45,"女","新北市","本國"
"台南市",2014/11/14,2014/11/15,"2014/11/10 下午 10:54:10",1,3500,31,"男","新北市","本國"
"台北市",2014/11/23,2014/11/24,"2014/11/10 下午 11:42:10",1,3100,41,"男","台中市","本國"
"台北市",2014/11/18,2014/11/19,"2014/11/10 下午 12:03:10",1,3100,48,"女","新竹縣","本國"
"台北市",2014/11/19,2014/11/20,"2014/11/10 下午 12:07:10",1,3100,48,"女","基隆市","本國"
"台南市",2014/11/21,2014/11/22,"2014/11/10 下午 12:50:10",1,2499,60,"女","台北市","本國"
"花蓮縣",2014/11/16,2014/11/17,"2014/11/11 上午 09:22:34",1,2880,28,"女","非台灣地區","外國"
"花蓮縣",2014/12/04,2014/12/05,"2014/11/11 上午 10:17:11",1,2880,39,"男","新竹市","本國"
"台南市",2014/11/24,2014/11/26,"2014/11/11 上午 11:15:11",1,12320,54,"女","台北市","本國"
"台南市",2014/12/31,2015/01/01,"2014/11/11 下午 01:37:11",1,4000,43,"男","台北市","本國"
"台南市",2014/11/23,2014/11/24,"2014/11/11 下午 06:24:11",1,2499,38,"男","新北市","本國"
"台南市",2014/12/01,2014/12/02,"2014/11/11 下午 07:51:11",1,2800,39,"男","苗粟縣","本國"
"花蓮縣",2014/11/18,2014/11/19,"2014/11/12 上午 07:57:12",1,2880,38,"男","高雄市","本國"
"台南市",2014/12/19,2014/12/20,"2014/11/12 上午 09:02:12",1,3780,40,"女","新北市","本國"
"台南市",2014/12/19,2014/12/20,"2014/11/12 上午 09:59:12",1,2499,52,"女","新北市","本國"
"台南市",2014/11/14,2014/11/15,"2014/11/12 下午 02:32:12",1,3500,54,"男","非台灣地區","外國"
"花蓮縣",2014/12/08,2014/12/09,"2014/11/13 上午 01:23:13",1,2880,40,"女","新北市","本國"
"台北市",2015/02/19,2015/02/20,"2014/11/13 上午 10:48:13",1,3100,40,"男","台北市","本國"
"台北市",2015/01/03,2015/01/04,"2014/11/13 下午 03:32:13",1,3100,64,"男","高雄市","本國"
"台南市",2015/01/24,2015/01/25,"2014/11/13 下午 05:04:11",1,5310,41,"女","新北市","本國"
"台南市",2014/11/19,2014/11/20,"2014/11/13 下午 07:04:13",1,4480,35,"女","台中市","本國"
"花蓮縣",2014/12/14,2014/12/15,"2014/11/13 下午 09:59:13",1,2880,39,"男","南投縣","本國"
"台北市",2014/11/18,2014/11/19,"2014/11/14 上午 07:41:14",1,3100,36,"男","台北市","本國"
"台南市",2014/12/31,2015/01/01,"2014/11/14 上午 10:47:14",1,4000,44,"男","雲林縣","本國"
"台南市",2014/11/28,2014/11/29,"2014/11/14 下午 05:25:53",1,6160,52,"女","雲林縣","本國"
"台南市",2014/11/18,2014/11/19,"2014/11/14 下午 11:18:14",1,4000,38,"男","新北市","本國"
"花蓮縣",2015/01/30,2015/01/31,"2014/11/15 下午 05:25:15",1,2880,41,"男","新北市","本國"
"台南市",2014/11/18,2014/11/19,"2014/11/16 下午 06:43:16",1,6160,39,"女","非台灣地區","外國"
"台南市",2014/12/12,2014/12/13,"2014/11/16 下午 07:08:16",1,5999,48,"男","台北市","本國"
"台南市",2014/11/23,2014/11/24,"2014/11/16 下午 07:59:16",1,2600,58,"女","台中市","本國"
"台南市",2014/11/18,2014/11/19,"2014/11/16 下午 10:22:16",1,4000,57,"男","台中市","本國"
"花蓮縣",2014/12/27,2014/12/28,"2014/11/16 下午 11:15:16",1,2880,43,"男","台北市","本國"
"台北市",2014/11/21,2014/11/22,"2014/11/17 下午 04:59:17",1,3300,46,"女","台北市","本國"
"台南市",2014/11/19,2014/11/20,"2014/11/17 下午 11:50:17",1,4299,56,"女","新北市","本國"
"台南市",2014/11/27,2014/11/28,"2014/11/18 上午 10:36:18",1,2600,43,"男","台北市","本國"
"台南市",2014/11/28,2014/11/29,"2014/11/18 上午 10:43:18",1,3500,43,"男","台中市","本國"
"台北市",2015/01/11,2015/01/12,"2014/11/18 下午 06:46:18",1,3100,27,"女","高雄市","本國"
"臺東縣",2015/02/16,2015/02/17,"2014/11/18 下午 10:47:18",1,3360,52,"男","新北市","本國"
"台南市",2014/11/26,2014/11/27,"2014/11/18 下午 12:24:18",1,3780,49,"女","台北市","本國"
"台南市",2014/11/27,2014/11/28,"2014/11/19 上午 08:37:19",1,3780,49,"男","雲林縣","本國"
"台南市",2014/11/20,2014/11/21,"2014/11/19 上午 08:56:19",1,3099,51,"男","新北市","本國"
"臺東縣",2014/11/24,2014/11/25,"2014/11/19 下午 05:08:19",2,3600,60,"女","新北市","本國"
"臺東縣",2015/02/05,2015/02/06,"2014/11/19 下午 08:54:19",1,1800,46,"男","台中市","本國"
"台南市",2014/11/27,2014/11/28,"2014/11/19 下午 11:31:19",1,2499,59,"女","台南市","本國"
"台北市",2015/02/17,2015/02/19,"2014/11/2 上午 10:10:02",2,12400,37,"女","台北市","本國"
"台北市",2015/02/21,2015/02/23,"2014/11/2 上午 10:34:02",2,17280,37,"女","台北市","本國"
"花蓮縣",2014/12/20,2014/12/21,"2014/11/2 上午 12:07:02",1,3840,47,"男","新竹縣","本國"
"花蓮縣",2015/01/30,2015/01/31,"2014/11/2 下午 05:01:02",1,2880,41,"女","花蓮縣","本國"
"台南市",2014/12/21,2014/12/22,"2014/11/20 上午 08:56:42",1,3500,50,"男","台中市","本國"
"台南市",2014/12/26,2014/12/27,"2014/11/20 上午 11:44:42",1,2800,30,"男","台北市","本國"
"台南市",2015/02/14,2015/02/15,"2014/11/20 下午 02:11:20",1,6500,49,"男","台南市","本國"
"台南市",2015/02/14,2015/02/15,"2014/11/20 下午 02:20:20",1,6500,49,"男","嘉義縣","本國"
"台南市",2014/12/10,2014/12/11,"2014/11/20 下午 09:12:20",1,2800,51,"女","台北市","本國"
"台南市",2014/11/21,2014/11/22,"2014/11/20 下午 12:18:20",1,3500,43,"女","新北市","本國"
"台南市",2014/11/30,2014/12/01,"2014/11/21 上午 10:58:21",1,5800,45,"男","桃園縣","本國"
"臺東縣",2014/12/13,2014/12/14,"2014/11/21 下午 01:16:21",1,2400,68,"女","非台灣","本國"
"台南市",2014/11/26,2014/11/27,"2014/11/22 下午 01:16:22",1,4480,64,"男","桃園縣","本國"
"花蓮縣",2014/12/05,2014/12/06,"2014/11/22 下午 09:42:22",1,2880,56,"男","宜蘭縣","本國"
"台北市",2014/12/04,2014/12/05,"2014/11/23 上午 05:21:23",1,3100,52,"男","台中市","本國"
"台南市",2015/01/31,2015/02/01,"2014/11/23 上午 12:44:21",2,10620,44,"男","新北市","本國"
"台南市",2014/11/25,2014/11/26,"2014/11/23 下午 04:03:23",1,3000,35,"男","南投縣","本國"
"台北市",2014/12/07,2014/12/08,"2014/11/23 下午 09:51:23",1,3100,52,"女","台北市","本國"
"台南市",2014/12/08,2014/12/09,"2014/11/24 下午 05:26:24",2,12320,48,"男","台南市","本國"
"台南市",2014/12/09,2014/12/10,"2014/11/24 下午 05:29:24",1,6160,48,"女","新竹市","本國"
"台南市",2015/01/10,2015/01/11,"2014/11/24 下午 11:19:24",1,4350,64,"男","台北市","本國"
"台南市",2014/12/04,2014/12/05,"2014/11/25 下午 01:55:25",1,6160,48,"男","台南市","本國"
"台南市",2015/02/27,2015/02/28,"2014/11/25 下午 08:26:25",1,5310,62,"男","台中市","本國"
"台南市",2015/02/13,2015/02/14,"2014/11/25 下午 08:33:25",1,4690,53,"女","台中市","本國"
"台南市",2014/11/28,2014/11/29,"2014/11/25 下午 10:57:25",1,3300,42,"女","台中市","本國"
"花蓮縣",2014/12/02,2014/12/03,"2014/11/25 下午 11:17:40",1,2880,37,"男","台中市","本國"
"台南市",2014/12/06,2014/12/07,"2014/11/25 下午 11:18:35",1,7920,50,"男","台北市","本國"
"臺東縣",2014/12/08,2014/12/09,"2014/11/25 下午 11:53:25",1,1800,41,"男","台北市","本國"
"台南市",2014/11/28,2014/11/29,"2014/11/26 上午 08:57:50",1,2499,52,"男","嘉義市","本國"
"台南市",2014/12/19,2014/12/20,"2014/11/26 下午 04:48:26",1,5900,52,"男","高雄市","本國"
"台南市",2015/02/23,2015/02/24,"2014/11/26 下午 05:07:26",2,8400,47,"女","新竹縣","本國"
"台南市",2014/12/26,2014/12/27,"2014/11/26 下午 10:25:26",1,6160,42,"男","桃園縣","本國"
"台南市",2014/12/26,2014/12/27,"2014/11/26 下午 10:33:26",1,3780,42,"女","台中市","本國"
"台南市",2015/01/11,2015/01/12,"2014/11/26 下午 12:18:26",1,3150,39,"男","桃園縣","本國"
"台南市",2014/12/25,2014/12/26,"2014/11/27 上午 01:00:27",1,2499,35,"男","高雄市","本國"
"臺東縣",2014/12/19,2014/12/20,"2014/11/27 下午 01:15:27",1,1800,56,"女","嘉義市","本國"
"臺東縣",2014/12/06,2014/12/07,"2014/11/27 下午 10:45:27",1,2400,57,"女","台北市","本國"
"台南市",2014/12/12,2014/12/13,"2014/11/27 下午 10:48:27",1,2600,31,"男","新北市","本國"
"台南市",2014/12/21,2014/12/22,"2014/11/28 上午 08:54:03",1,6160,55,"女","台中市","本國"
"台南市",2014/11/30,2014/12/02,"2014/11/28 下午 02:56:28",1,4998,48,"女","台中市","本國"
"台南市",2014/11/30,2014/12/01,"2014/11/28 下午 05:01:28",1,2499,44,"男","台南市","本國"
"台南市",2014/12/26,2014/12/27,"2014/11/28 下午 06:33:28",1,3500,29,"男","台中市","本國"
"臺東縣",2014/12/02,2014/12/03,"2014/11/28 下午 08:10:28",1,3360,46,"女","台北市","本國"
"台南市",2014/11/30,2014/12/02,"2014/11/29 上午 10:07:29",1,6198,68,"男","新北市","本國"
"台北市",2014/12/29,2014/12/31,"2014/11/29 上午 11:25:29",1,6200,37,"女","台北市","本國"
"台北市",2014/12/05,2014/12/06,"2014/11/29 上午 12:46:29",1,3300,52,"男","台南市","本國"
"台南市",2015/01/03,2015/01/04,"2014/11/29 下午 11:03:29",1,4770,40,"男","非台灣地區","外國"
"花蓮縣",2014/11/16,2014/11/17,"2014/11/3 上午 09:10:06",1,2880,57,"女","新北市","本國"
"台南市",2014/11/05,2014/11/06,"2014/11/3 上午 11:32:03",2,4998,37,"男","臺東縣","本國"
"台南市",2014/12/26,2014/12/28,"2014/11/3 下午 01:52:03",1,8598,45,"男","高雄市","本國"
"花蓮縣",2014/11/25,2014/11/26,"2014/11/3 下午 08:36:03",1,2880,43,"男","嘉義市","本國"
"台南市",2015/01/16,2015/01/17,"2014/11/3 下午 10:23:03",1,3800,35,"女","新北市","本國"
"台南市",2014/12/13,2014/12/14,"2014/11/3 下午 12:49:03",1,6099,38,"男","嘉義市","本國"
"台南市",2014/12/07,2014/12/08,"2014/11/30 上午 10:41:52",1,4299,46,"男","基隆市","本國"
"台南市",2014/12/05,2014/12/06,"2014/11/30 下午 01:46:30",1,4299,41,"男","新北市","本國"
"台南市",2014/12/04,2014/12/06,"2014/11/30 下午 03:29:30",1,5200,44,"女","台北市","本國"
"台北市",2014/12/31,2015/01/02,"2014/11/30 下午 06:00:30",1,7420,26,"女","彰化縣","本國"
"台北市",2015/01/03,2015/01/04,"2014/11/30 下午 10:43:30",1,3300,41,"男","高雄市","本國"
"台北市",2015/01/03,2015/01/04,"2014/11/30 下午 10:45:30",1,3300,41,"男","新北市","本國"
"台北市",2014/12/07,2014/12/08,"2014/11/30 下午 10:53:30",1,3100,34,"女","新北市","本國"
"台南市",2014/11/19,2014/11/20,"2014/11/4 上午 09:53:15",1,2499,35,"男","桃園縣","本國"
"台南市",2014/12/31,2015/01/01,"2014/11/4 上午 10:45:04",1,6300,41,"女","台南市","本國"
"台北市",2015/02/17,2015/02/22,"2014/11/4 上午 11:56:04",1,17940,54,"女","新竹縣","本國"
"台北市",2014/11/18,2014/11/20,"2014/11/4 下午 01:02:04",1,6200,48,"女","台北市","本國"
"台北市",2014/11/18,2014/11/20,"2014/11/4 下午 01:07:04",1,6200,48,"女","台北市","本國"
"台南市",2015/01/03,2015/01/04,"2014/11/4 下午 02:45:03",1,6900,55,"男","台北市","本國"
"台南市",2014/11/24,2014/11/25,"2014/11/4 下午 03:29:04",2,4998,44,"女","彰化縣","本國"
"台南市",2014/11/16,2014/11/17,"2014/11/4 下午 04:58:04",1,6160,61,"男","新北市","本國"
"台南市",2014/11/06,2014/11/07,"2014/11/5 上午 08:46:58",1,3780,38,"男","新北市","本國"
"花蓮縣",2015/01/26,2015/01/27,"2014/11/5 上午 08:49:05",1,2880,48,"男","桃園縣","本國"
"台南市",2014/11/10,2014/11/11,"2014/11/5 上午 09:17:05",1,4000,39,"女","台北市","本國"
"台南市",2014/11/09,2014/11/10,"2014/11/5 下午 04:56:05",1,2499,40,"男","新北市","本國"
"台南市",2014/11/18,2014/11/19,"2014/11/5 下午 05:01:05",1,2800,60,"男","高雄市","本國"
"台南市",2014/11/16,2014/11/17,"2014/11/6 下午 01:42:06",1,2499,49,"女","台中市","本國"
"台北市",2014/11/26,2014/11/27,"2014/11/7 上午 08:39:01",1,3100,62,"女","新北市","本國"
"花蓮縣",2014/12/28,2014/12/29,"2014/11/7 上午 08:41:58",1,2880,38,"女","新竹縣","本國"
"台北市",2014/11/28,2014/11/29,"2014/11/7 上午 11:09:07",1,3300,34,"女","台南市","本國"
"花蓮縣",2014/11/24,2014/11/25,"2014/11/7 上午 11:24:07",1,2880,46,"女","彰化縣","本國"
"花蓮縣",2014/11/24,2014/11/25,"2014/11/7 下午 02:44:14",1,2880,39,"女","台中市","本國"
"台南市",2014/11/09,2014/11/10,"2014/11/7 下午 07:29:07",1,6160,44,"女","台北市","本國"
"台南市",2014/11/18,2014/11/21,"2014/11/7 下午 08:52:07",1,17400,43,"男","台北市","本國"
"台北市",2015/02/20,2015/02/22,"2014/11/8 上午 12:29:08",1,8640,40,"女","桃園縣","本國"
"台南市",2014/11/24,2014/11/25,"2014/11/8 下午 07:18:08",1,3780,28,"女","高雄市","本國"
"臺東縣",2014/11/25,2014/11/26,"2014/11/8 下午 10:19:08",1,1800,47,"女","非台灣地區","外國"
"台南市",2014/11/27,2014/11/28,"2014/11/9 上午 08:32:09",1,2800,36,"女","新北市","本國"
"花蓮縣",2014/11/13,2014/11/14,"2014/11/9 上午 08:56:09",1,2880,42,"女","台北市","本國"
"花蓮縣",2015/01/23,2015/01/24,"2014/11/9 下午 04:48:09",1,2880,33,"男","新北市","本國"
"花蓮縣",2014/11/18,2014/11/19,"2014/11/9 下午 09:17:09",1,2880,28,"男","台南市","本國"
"花蓮縣",2014/11/29,2014/11/30,"2014/11/9 下午 10:39:09",1,3840,30,"女","台北市","本國"
