City,Checkin Date,Checkout Date,Booked Time,Quantity,Amount,Age,Gender,Hometown,isForeigner
west,2014-08-28,2014-08-29,2014-08-02 14:22:02,1,4800,49,female,low,no
east,2014-09-13,2014-09-14,2014-08-02 17:05:02,1,3840,42,male,low,no
west,2014-08-07,2014-08-08,2014-08-02 21:31:02,1,6998,55,male,high,no
west,2014-08-25,2014-08-26,2014-08-20 10:52:22,1,5120,40,male,high,no
east,2014-09-14,2014-09-15,2014-08-20 13:17:20,1,2880,44,female,high,no
west,2014-08-31,2014-09-02,2014-08-20 13:53:20,1,9198,41,male,high,no
west,2014-10-17,2014-10-18,2014-08-20 15:52:20,1,2499,39,female,foreign,yes
west,2014-08-27,2014-08-28,2014-08-20 18:27:20,1,6000,49,male,highest,no
west,2014-08-25,2014-08-26,2014-08-21 00:18:21,1,6000,48,male,foreign,yes
west,2014-08-28,2014-08-29,2014-08-21 14:00:21,1,6000,48,male,high,no
east,2014-09-03,2014-09-04,2014-08-21 14:28:21,2,5760,57,female,highest,no
west,2014-08-27,2014-08-29,2014-08-21 16:43:13,1,11600,33,female,foreign,yes
west,2014-08-26,2014-08-27,2014-08-21 22:08:21,1,5800,54,female,high,no
west,2014-08-30,2014-08-31,2014-08-21 23:41:21,1,7498,24,female,high,no
city,2014-09-18,2014-09-19,2014-08-21 12:45:21,1,3100,56,male,foreign,yes
east,2014-09-09,2014-09-10,2014-08-22 14:43:56,1,3360,51,female,high,no
west,2014-09-18,2014-09-19,2014-08-22 21:31:22,1,5199,41,male,highest,no
west,2014-09-04,2014-09-05,2014-08-22 12:11:22,1,3780,61,female,highest,no
west,2014-10-10,2014-10-11,2014-08-23 09:35:53,1,4000,37,female,low,no
west,2014-08-26,2014-08-27,2014-08-23 10:03:23,1,5500,40,female,foreign,yes
west,2014-08-26,2014-08-28,2014-08-23 10:56:23,1,11600,50,female,highest,no
city,2014-11-29,2014-11-30,2014-08-23 11:44:23,1,4500,43,male,high,no
west,2014-09-25,2014-09-26,2014-08-23 00:08:23,1,4599,50,male,foreign,yes
west,2014-08-26,2014-08-27,2014-08-24 00:00:24,1,2499,42,male,high,no
west,2014-08-26,2014-08-27,2014-08-24 00:58:24,1,5500,38,female,high,no
west,2014-09-21,2014-09-22,2014-08-24 16:08:52,1,3780,36,female,lowest,no
west,2014-08-27,2014-08-28,2014-08-25 09:51:17,1,3299,25,female,high,no
west,2014-08-29,2014-08-30,2014-08-25 17:03:25,1,6000,51,female,foreign,yes
west,2014-09-08,2014-09-09,2014-08-25 20:38:25,1,3500,44,male,high,no
west,2014-10-09,2014-10-10,2014-08-26 09:09:26,1,3500,43,female,highest,no
west,2014-08-28,2014-08-29,2014-08-26 09:24:26,1,7040,17,female,high,no
east,2014-10-19,2014-10-20,2014-08-26 10:43:26,1,2880,35,female,high,no
east,2014-10-12,2014-10-13,2014-08-26 17:02:14,1,2880,39,male,highest,no
west,2014-08-29,2014-08-30,2014-08-26 21:59:26,1,6998,48,female,high,no
west,2014-08-28,2014-08-29,2014-08-26 22:30:26,1,6000,40,male,low,no
west,2014-08-30,2014-08-31,2014-08-27 10:58:27,1,7498,41,male,highest,no
west,2014-10-18,2014-10-19,2014-08-27 21:38:27,1,7920,28,male,high,no
west,2014-09-30,2014-10-01,2014-08-27 23:08:27,1,6160,32,female,high,no
west,2014-09-13,2014-09-14,2014-08-28 10:27:16,1,7920,55,female,high,no
west,2014-09-07,2014-09-08,2014-08-28 14:26:28,2,11520,35,male,high,no
west,2014-09-29,2014-09-30,2014-08-28 14:50:28,1,2800,47,male,high,no
east,2014-09-05,2014-09-06,2014-08-28 18:01:28,1,1998,51,female,foreign,yes
west,2014-09-19,2014-09-20,2014-08-29 10:35:29,1,3780,39,male,foreign,yes
west,2014-10-10,2014-10-11,2014-08-29 13:14:29,1,7920,40,female,high,no
east,2014-09-15,2014-09-16,2014-08-29 14:27:29,1,3864,39,female,highest,no
east,2014-09-15,2014-09-16,2014-08-29 14:31:29,1,1998,39,male,foreign,yes
west,2014-09-05,2014-09-06,2014-08-29 21:05:29,1,3780,43,female,highest,no
west,2014-08-25,2014-08-26,2014-08-03 10:39:03,1,7040,44,male,high,no
west,2014-08-27,2014-08-29,2014-08-03 22:41:03,1,9198,44,female,low,no
city,2014-09-17,2014-09-18,2014-08-30 09:37:30,1,4500,38,male,high,no
city,2014-09-17,2014-09-18,2014-08-30 09:40:30,1,3100,38,female,high,no
city,2014-09-04,2014-09-05,2014-08-31 13:23:31,1,3100,46,male,high,no
east,2014-09-03,2014-09-04,2014-08-31 17:13:40,1,3360,48,female,highest,no
east,2014-10-14,2014-10-15,2014-08-31 17:35:31,1,2880,32,female,lowest,no
east,2014-09-03,2014-09-04,2014-08-31 18:31:31,1,3864,30,female,high,no
west,2014-09-23,2014-09-24,2014-08-31 23:44:31,1,6160,32,male,high,no
west,2014-08-08,2014-08-09,2014-08-04 01:12:04,1,3500,35,female,high,no
west,2014-08-06,2014-08-08,2014-08-04 11:05:04,1,8000,46,female,high,no
west,2014-09-13,2014-09-14,2014-08-04 13:33:04,1,4000,37,male,low,no
west,2014-09-12,2014-09-13,2014-08-04 13:52:04,1,6160,36,female,foreign,yes
west,2014-08-04,2014-08-05,2014-08-04 14:15:57,1,4000,55,male,lowest,no
west,2014-09-06,2014-09-07,2014-08-04 17:04:04,1,4000,39,male,highest,no
west,2014-08-19,2014-08-20,2014-08-04 17:22:04,1,6000,35,female,low,no
west,2014-08-24,2014-08-26,2014-08-04 17:36:04,1,4998,38,female,foreign,yes
west,2014-09-06,2014-09-07,2014-08-04 17:36:37,1,4000,36,female,foreign,yes
west,2014-08-19,2014-08-20,2014-08-04 17:37:22,1,3500,44,female,high,no
west,2014-08-28,2014-08-29,2014-08-04 18:31:04,1,2499,44,female,highest,no
west,2014-08-29,2014-08-30,2014-08-04 18:37:04,1,2499,44,male,high,no
west,2014-08-06,2014-08-07,2014-08-04 21:02:04,1,3099,49,male,high,no
west,2014-08-06,2014-08-07,2014-08-04 21:07:04,1,3500,49,female,high,no
west,2014-08-06,2014-08-07,2014-08-04 22:35:04,1,5800,45,female,highest,no
west,2014-08-18,2014-08-19,2014-08-04 23:21:04,1,3500,45,female,high,no
west,2014-08-24,2014-08-25,2014-08-05 06:28:05,1,3299,46,female,high,no
west,2014-08-06,2014-08-07,2014-08-05 07:24:05,1,4000,34,female,high,no
east,2014-10-08,2014-10-10,2014-08-05 08:42:05,1,5760,41,male,low,no
west,2014-08-21,2014-08-22,2014-08-05 10:14:05,1,4599,45,female,highest,no
west,2014-08-15,2014-08-16,2014-08-05 10:49:05,1,6000,41,male,highest,no
city,2014-09-20,2014-09-21,2014-08-05 11:34:05,1,4500,33,female,high,no
west,2014-08-08,2014-08-09,2014-08-05 11:54:31,1,6000,46,female,high,no
east,2014-08-21,2014-08-22,2014-08-05 20:07:05,1,2100,62,male,highest,no
east,2014-09-04,2014-09-05,2014-08-05 23:40:05,1,2880,39,female,highest,no
west,2014-08-07,2014-08-08,2014-08-05 23:43:05,1,4000,45,female,highest,no
west,2014-08-29,2014-08-30,2014-08-05 12:15:05,1,5500,43,female,low,no
west,2014-08-29,2014-08-31,2014-08-06 08:50:06,1,12100,50,male,low,no
west,2014-08-13,2014-08-14,2014-08-06 09:22:56,1,3500,25,female,foreign,yes
east,2014-10-09,2014-10-10,2014-08-06 11:58:19,1,2880,39,female,foreign,yes
west,2014-08-18,2014-08-20,2014-08-06 00:51:06,1,10800,42,male,high,no
west,2014-09-07,2014-09-08,2014-08-06 13:31:06,1,6998,53,male,others,no
west,2014-08-13,2014-08-14,2014-08-06 14:24:06,1,4599,42,female,high,no
west,2014-08-14,2014-08-15,2014-08-06 14:38:06,1,3099,38,male,high,no
west,2014-08-14,2014-08-15,2014-08-06 14:43:06,1,2600,38,female,high,no
west,2014-08-11,2014-08-12,2014-08-06 16:26:06,1,3500,52,female,high,no
east,2014-08-15,2014-08-16,2014-08-06 22:51:06,1,2100,42,female,high,no
west,2014-08-29,2014-08-30,2014-08-06 12:59:06,1,4599,43,female,high,no
west,2014-08-10,2014-08-12,2014-08-07 02:00:07,1,7000,33,female,highest,no
west,2014-08-21,2014-08-23,2014-08-07 09:28:07,1,4998,45,female,high,no
west,2014-08-11,2014-08-12,2014-08-07 00:56:07,1,3299,32,female,lowest,no
west,2014-08-19,2014-08-20,2014-08-07 13:01:07,1,4599,46,male,highest,no
west,2014-08-24,2014-08-25,2014-08-07 14:10:13,1,3500,55,female,high,no
west,2014-08-26,2014-08-27,2014-08-07 14:16:17,1,4000,42,female,low,no
west,2014-08-11,2014-08-12,2014-08-07 14:19:15,1,5400,36,female,highest,no
west,2014-08-10,2014-08-11,2014-08-07 15:13:07,2,7000,54,female,high,no
west,2014-08-27,2014-08-28,2014-08-07 15:21:59,1,2499,55,male,highest,no
west,2014-09-07,2014-09-08,2014-08-07 15:24:31,1,5300,45,female,high,no
west,2014-08-25,2014-08-26,2014-08-07 16:08:07,2,12000,46,female,highest,no
west,2014-08-11,2014-08-12,2014-08-07 22:30:07,1,3500,42,female,highest,no
west,2014-08-26,2014-08-27,2014-08-08 03:19:08,2,8000,46,female,high,no
west,2014-08-13,2014-08-14,2014-08-08 10:01:08,1,2499,28,male,high,no
west,2014-08-10,2014-08-11,2014-08-08 00:08:08,1,3500,46,female,high,no
west,2014-08-16,2014-08-17,2014-08-08 14:21:12,1,4300,45,male,highest,no
west,2014-08-30,2014-08-31,2014-08-08 17:39:06,1,6300,45,male,highest,no
east,2014-08-17,2014-08-18,2014-08-08 20:52:08,1,2100,36,male,low,no
west,2014-08-10,2014-08-11,2014-08-08 22:54:08,1,2499,51,female,high,no
west,2014-08-25,2014-08-26,2014-08-09 20:11:09,1,5596,44,male,highest,no
west,2014-09-12,2014-09-13,2014-09-01 11:01:01,1,3990,60,female,low,no
west,2014-09-27,2014-09-28,2014-09-01 23:08:01,1,4000,31,male,foreign,yes
city,2014-12-29,2014-12-30,2014-09-01 23:45:01,1,3100,34,female,low,no
west,2014-11-17,2014-11-19,2014-09-10 01:07:10,1,4998,41,male,high,no
west,2014-09-14,2014-09-15,2014-09-10 08:48:31,1,3500,42,male,high,no
west,2014-09-17,2014-09-19,2014-09-10 09:46:10,1,7000,36,female,high,no
west,2014-09-29,2014-09-30,2014-09-10 11:37:10,1,3299,52,male,highest,no
east,2014-11-08,2014-11-09,2014-09-10 14:57:10,1,3840,42,female,low,no
west,2014-11-02,2014-11-03,2014-09-10 15:15:20,3,11340,52,male,high,no
city,2014-11-03,2014-11-04,2014-09-10 15:36:10,1,3100,66,female,high,no
city,2014-11-07,2014-11-08,2014-09-10 15:39:10,1,3300,66,male,high,no
west,2014-09-14,2014-09-16,2014-09-10 23:10:10,1,4998,66,female,highest,no
west,2014-09-29,2014-09-30,2014-09-10 12:10:10,1,4599,53,male,high,no
west,2014-10-18,2014-10-19,2014-09-10 12:47:10,1,6300,43,male,highest,no
east,2014-10-13,2014-10-14,2014-09-11 08:47:49,1,2880,43,female,low,no
east,2014-10-05,2014-10-06,2014-09-11 08:48:56,1,2880,38,male,high,no
east,2014-10-14,2014-10-15,2014-09-11 09:32:11,1,1800,76,female,highest,no
east,2014-09-29,2014-09-30,2014-09-11 11:28:10,1,2880,49,female,high,no
east,2014-10-06,2014-10-07,2014-09-11 17:29:04,1,2880,39,female,high,no
east,2014-09-17,2014-09-18,2014-09-11 22:46:11,1,2880,48,male,highest,no
west,2014-10-11,2014-10-12,2014-09-11 12:35:11,1,7920,37,female,highest,no
west,2014-09-29,2014-09-30,2014-09-12 09:22:12,1,3299,55,female,low,no
west,2014-10-17,2014-10-18,2014-09-12 11:16:12,1,3500,34,female,highest,no
east,2014-10-22,2014-10-24,2014-09-12 14:42:12,1,5760,38,female,high,no
west,2014-09-15,2014-09-16,2014-09-12 16:48:12,1,3500,36,male,highest,no
west,2014-09-26,2014-09-27,2014-09-12 21:28:12,1,3780,56,male,highest,no
east,2014-09-24,2014-09-25,2014-09-12 21:59:12,1,2880,49,male,high,no
west,2014-10-14,2014-10-15,2014-09-12 23:39:12,1,6160,55,male,high,no
west,2014-09-22,2014-09-23,2014-09-13 00:38:13,1,2499,34,female,highest,no
east,2014-11-02,2014-11-03,2014-09-13 14:50:13,1,2880,42,male,highest,no
west,2014-09-17,2014-09-18,2014-09-13 21:50:13,1,2800,61,male,foreign,yes
west,2014-10-18,2014-10-19,2014-09-14 10:33:14,1,7920,33,female,high,no
west,2014-09-27,2014-09-28,2014-09-14 11:36:14,1,7920,32,male,low,no
east,2014-09-29,2014-09-30,2014-09-14 21:51:14,1,2880,35,female,foreign,yes
east,2014-09-22,2014-09-23,2014-09-14 22:03:14,1,2880,44,female,high,no
east,2014-10-05,2014-10-06,2014-09-14 12:21:14,1,2880,30,male,high,no
west,2014-09-26,2014-09-27,2014-09-15 10:35:15,1,5199,51,male,foreign,yes
west,2014-09-23,2014-09-25,2014-09-15 14:14:15,1,7000,56,male,foreign,yes
west,2014-09-18,2014-09-19,2014-09-15 14:19:15,1,3500,43,female,high,no
west,2014-10-17,2014-10-18,2014-09-15 16:07:15,1,6160,41,female,high,no
west,2014-10-18,2014-10-19,2014-09-15 16:58:15,1,7920,39,female,foreign,yes
west,2014-09-24,2014-09-25,2014-09-15 20:25:00,1,6160,47,female,high,no
west,2014-09-24,2014-09-25,2014-09-15 20:25:31,1,6160,47,female,high,no
west,2014-10-03,2014-10-04,2014-09-15 20:27:33,1,5900,28,female,highest,no
west,2014-10-09,2014-10-10,2014-09-16 13:26:16,1,3780,43,male,lowest,no
east,2014-10-06,2014-10-07,2014-09-16 14:57:16,1,2880,29,female,highest,no
city,2014-09-27,2014-09-28,2014-09-17 09:04:02,1,3300,50,male,low,no
west,2014-09-26,2014-09-27,2014-09-17 10:58:17,1,2499,39,female,lowest,no
west,2014-09-25,2014-09-26,2014-09-17 11:10:17,1,3299,37,male,highest,no
west,2014-11-28,2014-11-29,2014-09-17 17:08:17,1,2800,38,female,high,no
west,2014-10-17,2014-10-18,2014-09-17 17:17:22,1,6160,39,male,low,no
west,2014-11-29,2014-11-30,2014-09-17 22:22:08,1,4500,32,female,lowest,no
west,2014-09-19,2014-09-20,2014-09-17 23:23:17,1,3500,40,female,highest,no
east,2014-09-30,2014-10-01,2014-09-18 08:42:18,1,2880,55,female,high,no
west,2014-09-19,2014-09-20,2014-09-18 10:53:18,1,2600,43,female,lowest,no
east,2014-10-06,2014-10-07,2014-09-18 00:20:18,1,2880,35,female,high,no
west,2014-09-27,2014-09-28,2014-09-18 13:38:18,1,7920,52,female,high,no
east,2014-10-06,2014-10-07,2014-09-18 12:58:18,1,2880,39,male,highest,no
west,2014-10-26,2014-10-27,2014-09-19 17:01:19,1,2800,59,male,lowest,no
west,2014-10-03,2014-10-04,2014-09-19 18:25:19,3,18480,39,male,high,no
west,2014-10-03,2014-10-04,2014-09-19 22:07:10,1,6160,37,female,highest,no
east,2014-09-08,2014-09-09,2014-09-02 09:24:46,1,2880,35,female,high,no
west,2014-09-10,2014-09-11,2014-09-02 09:31:26,1,3780,52,male,high,no
west,2014-09-19,2014-09-20,2014-09-02 13:37:02,1,2800,38,male,high,no
west,2014-09-19,2014-09-20,2014-09-02 13:40:02,1,3780,38,male,highest,no
west,2014-09-03,2014-09-04,2014-09-02 16:39:45,1,2800,59,male,high,no
west,2014-10-31,2014-11-01,2014-09-02 16:46:02,1,3780,32,female,foreign,yes
east,2014-11-29,2014-11-30,2014-09-02 19:30:02,1,3840,36,female,foreign,yes
east,2014-09-09,2014-09-10,2014-09-02 21:37:05,1,2880,40,female,high,no
west,2014-10-17,2014-10-18,2014-09-02 21:54:02,1,3099,65,female,high,no
west,2014-10-19,2014-10-20,2014-09-20 10:38:20,1,2800,50,female,foreign,yes
east,2014-09-25,2014-09-26,2014-09-20 17:55:20,1,2880,39,male,foreign,yes
west,2014-09-26,2014-09-27,2014-09-21 11:35:21,1,3299,45,male,high,no
west,2014-09-24,2014-09-26,2014-09-22 09:07:22,1,4998,50,female,others,no
west,2014-10-01,2014-10-02,2014-09-22 13:16:46,1,3990,57,female,high,no
west,2014-10-06,2014-10-07,2014-09-22 15:58:22,1,3500,43,male,others,no
west,2014-09-26,2014-09-27,2014-09-22 19:46:22,1,3299,44,male,high,no
east,2014-11-03,2014-11-04,2014-09-22 20:58:22,2,5760,67,female,highest,no
west,2014-10-06,2014-10-07,2014-09-23 01:18:23,1,6160,38,female,high,no
west,2014-10-12,2014-10-14,2014-09-23 14:51:23,2,10400,39,male,foreign,yes
west,2014-09-26,2014-09-27,2014-09-24 10:38:24,1,6160,32,female,lowest,no
west,2014-11-07,2014-11-08,2014-09-24 14:34:24,1,2600,47,female,high,no
west,2014-11-08,2014-11-09,2014-09-24 15:38:24,1,4000,47,male,high,no
east,2014-11-02,2014-11-03,2014-09-24 17:40:24,1,2880,48,male,high,no
west,2014-09-26,2014-09-27,2014-09-24 22:49:24,1,3000,40,male,highest,no
west,2014-09-27,2014-09-28,2014-09-25 01:55:25,1,4000,33,male,low,no
west,2014-09-29,2014-09-30,2014-09-25 09:01:09,1,6160,57,male,foreign,yes
west,2014-10-12,2014-10-13,2014-09-25 09:50:25,1,2600,41,male,high,no
west,2014-10-03,2014-10-04,2014-09-25 15:48:25,1,3500,36,male,highest,no
west,2014-10-09,2014-10-10,2014-09-25 15:49:06,1,5900,39,female,highest,no
east,2014-10-07,2014-10-08,2014-09-25 12:45:25,1,1800,40,male,high,no
city,2014-12-05,2014-12-09,2014-09-26 00:06:26,1,12800,38,female,high,no
east,2014-10-02,2014-10-03,2014-09-26 14:02:29,1,2880,39,female,high,no
west,2014-10-08,2014-10-09,2014-09-26 14:26:26,1,3500,32,male,high,no
west,2014-10-19,2014-10-20,2014-09-26 21:01:26,1,6160,30,male,highest,no
west,2014-10-05,2014-10-06,2014-09-27 20:58:27,1,2499,35,female,highest,no
west,2014-10-24,2014-10-25,2014-09-28 09:50:28,1,6160,50,female,others,no
west,2014-10-09,2014-10-10,2014-09-28 16:36:28,1,6160,36,male,high,no
west,2014-09-30,2014-10-01,2014-09-29 09:47:29,1,3000,45,male,high,no
west,2014-10-05,2014-10-09,2014-09-29 22:23:29,1,14000,47,female,high,no
west,2014-10-16,2014-10-17,2014-09-29 12:13:29,2,6198,46,female,high,no
west,2014-09-04,2014-09-05,2014-09-03 08:50:59,1,5900,25,female,high,no
west,2014-09-12,2014-09-13,2014-09-03 11:52:03,1,5998,38,female,lowest,no
west,2014-09-27,2014-09-28,2014-09-03 00:12:03,1,4000,50,male,highest,no
west,2014-10-03,2014-10-04,2014-09-03 00:48:03,1,6160,43,male,high,no
east,2014-09-10,2014-09-11,2014-09-03 14:31:03,2,5760,43,female,highest,no
east,2014-10-14,2014-10-15,2014-09-03 15:11:03,2,3600,76,female,high,no
west,2014-11-22,2014-11-23,2014-09-03 17:11:03,2,15840,47,male,low,no
east,2014-09-22,2014-09-23,2014-09-03 21:55:44,1,2880,46,male,low,no
west,2014-10-09,2014-10-10,2014-09-30 08:43:30,1,4480,42,male,high,no
west,2014-10-07,2014-10-08,2014-09-30 09:20:30,1,3780,64,female,high,no
east,2014-10-27,2014-10-28,2014-09-30 11:02:30,1,2880,35,male,others,no
west,2014-10-06,2014-10-07,2014-09-30 00:29:30,1,3500,27,male,high,no
west,2014-10-17,2014-10-18,2014-09-30 15:32:15,1,3500,44,female,high,no
west,2014-10-17,2014-10-18,2014-09-30 17:04:30,1,5599,50,female,others,no
west,2014-10-09,2014-10-10,2014-09-30 19:05:30,1,4480,39,female,low,no
west,2014-10-30,2014-10-31,2014-09-30 20:45:30,2,4998,48,female,highest,no
city,2014-10-05,2014-10-06,2014-09-30 22:04:30,1,3100,33,male,foreign,yes
west,2014-09-22,2014-09-23,2014-09-04 10:01:00,2,8000,64,male,high,no
east,2014-09-28,2014-09-29,2014-09-04 10:55:27,2,5760,32,female,high,no
east,2014-11-08,2014-11-09,2014-09-04 18:29:04,1,3840,43,female,highest,no
east,2014-09-09,2014-09-10,2014-09-04 23:27:04,1,2880,32,female,foreign,yes
west,2014-09-11,2014-09-12,2014-09-05 13:44:10,1,3299,39,female,high,no
west,2014-09-25,2014-09-26,2014-09-05 13:45:10,1,3299,36,female,foreign,yes
east,2014-09-11,2014-09-12,2014-09-05 13:50:14,1,2880,35,female,foreign,yes
east,2014-09-11,2014-09-12,2014-09-05 13:54:05,1,2880,57,female,low,no
east,2014-10-19,2014-10-20,2014-09-05 13:57:05,2,5760,40,female,highest,no
east,2014-10-20,2014-10-21,2014-09-05 15:23:05,1,2880,42,female,high,no
west,2014-09-26,2014-09-27,2014-09-05 16:08:05,1,3780,54,female,foreign,yes
west,2014-09-12,2014-09-13,2014-09-06 01:18:06,1,3990,53,male,foreign,yes
east,2014-10-20,2014-10-21,2014-09-06 17:03:06,1,2880,38,female,highest,no
city,2014-12-28,2014-12-31,2014-09-06 18:46:06,1,9300,37,female,high,no
west,2014-10-18,2014-10-19,2014-09-06 20:12:06,1,6300,44,female,highest,no
west,2014-09-26,2014-09-27,2014-09-07 10:28:07,1,4599,44,female,foreign,yes
east,2014-10-19,2014-10-20,2014-09-07 19:27:07,1,2880,40,male,high,no
east,2014-09-11,2014-09-12,2014-09-08 00:28:08,1,1800,34,female,highest,no
east,2014-10-12,2014-10-13,2014-09-08 21:44:08,1,2880,45,male,high,no
city,2014-10-05,2014-10-07,2014-09-08 23:32:08,1,6200,31,male,highest,no
east,2014-10-03,2014-10-04,2014-09-09 10:12:22,1,2880,39,female,high,no
west,2014-09-11,2014-09-12,2014-09-09 20:05:09,1,3500,38,male,high,no
west,2014-09-22,2014-09-23,2014-09-09 21:58:09,1,2499,42,male,highest,no
